text:improper conditions	sent:0	improper conditions	[condition|NP][improper|ADJP][conditions|NP]
text:improper packaging	sent:0	improper packaging	[improper|ADJP]
text:incorrect labeling	sent:0	incorrect labeling	[incorrect|ADJP]
text:incorrect use by dates	sent:0	incorrect use by dates	[incorrect use|NP][use|NP][date|NP][dates|NP][incorrect|ADJP]
text:insects	sent:0	insects	[insects|NP][insect|NP]
text:inspection issues	sent:0	inspection issues	[issue|NP][issues|NP][inspection|NP]
text:insufficient labelling/documentation	sent:0	insufficient labelling/documentation	[insufficient|ADJP]
text:listeria monocytogenes	sent:0	listeria monocytogenes	[listeria monocytogenes|NP][listeria|ADJP]
text:listeria spp	sent:0	listeria spp	[listeria|NP]
text:metal fragment	sent:0	metal fragment	[metal|NP][fragment|NP]
text:microbiological contamination	sent:0	microbiological contamination	[microbiological|ADJP][contamination|NP]
text:milk and products thereof	sent:0	milk and products thereof	[products|NP][product|NP][milk|NP]
text:misbranding	sent:0	misbranding	[misbranding|NP]
text:misdescription	sent:0	misdescription	[misdescription|NP]
text:molluscs and products thereof	sent:0	molluscs and products thereof	[products|NP][product|NP][molluscs|NP]
text:moulds	sent:0	moulds	[mould|NP][moulds|NP]
text:mustard and products thereof	sent:0	mustard and products thereof	[products|NP][mustard|NP][product|NP]
text:nitrogen	sent:0	nitrogen	[nitrogen|NP]
text:non compliance with HACCP	sent:0	non compliance with haccp	[haccp|NP][non|VP][non compliance|VP][compliance|NP]
text:novel food	sent:0	novel food	[food|NP][novel|NP]
text:nuts	sent:0	nuts	[nuts|NP]
text:ochratoxin	sent:0	ochratoxin	[ochratoxin|NP]
text:organochlorine	sent:0	organochlorine	[organochlorine|NP]
text:other misbranding issues	sent:0	other misbranding issues	[misbranding|NP][issues|NP][issue|NP]
text:other not classified allergen hazards	sent:0	other not classified allergen hazards	[hazards|NP][hazard|NP][allergen|NP]
text:other not classified biological hazards	sent:0	other not classified biological hazards	[hazards|NP][hazard|NP][biological|ADJP]
text:other not classified chemical hazards	sent:0	other not classified chemical hazards	[chemical|NP][hazards|NP][hazard|NP][chemical hazards|NP]
text:other not classified hazards for foreign bodies	sent:0	other not classified hazards for foreign bodies	[hazards|NP][foreign bodies|NP][body|NP][foreign body|NP][hazard|NP][bodies|NP][foreign|ADJP]
text:packaging defect	sent:0	packaging defect	[defect|NP]
text:paralytic shellfish poisoning (psp) toxins	sent:0	paralytic shellfish poisoning (psp) toxins	[paralytic|ADJP][psp|NP][shellfish|NP][toxins|NP][toxin|NP]
text:pathogenic bacteria	sent:0	pathogenic bacteria	[pathogenic|ADJP]
text:patulin	sent:0	patulin	[patulin|NP]
text:peanuts and products thereof	sent:0	peanuts and products thereof	[peanut|NP][products|NP][product|NP][peanuts|NP]
text:pecan nut	sent:0	pecan nut	[nut|NP][pecan|NP]
text:phenylpyrazole	sent:0	phenylpyrazole	[phenylpyrazole|NP]
text:pieces of wood	sent:0	pieces of wood	[pieces|NP][wood|NP][piece|NP]
text:pistachio nut	sent:0	pistachio nut	[nut|NP][pistachio|ADJP][pistachio nut|NP]
text:plastic fragment	sent:0	plastic fragment	[plastic|ADJP][fragment|NP]
text:polycyclic aromatic hydrocarbons	sent:0	polycyclic aromatic hydrocarbons	[hydrocarbon|NP][aromatic|NP][hydrocarbons|NP][polycyclic|ADJP]
text:poor hygienic state	sent:0	poor hygienic state	[hygienic|ADJP][poor|ADJP][state|NP]
text:poor or insufficient controls	sent:0	poor or insufficient controls	[insufficient|ADJP][poor|ADJP]
text:product category/characteristics	sent:0	product category/characteristics	[product|NP]
text:pseudomonas spp.	sent:0	pseudomonas spp.	[pseudomonas|ADJP]
text:rubber fragments	sent:0	rubber fragments	[fragments|NP][fragment|NP][rubber|NP]
text:salmonella	sent:0	salmonella	[salmonella|NP]
text:sesame seeds and products thereof	sent:0	sesame seeds and products thereof	[seed|NP][products|NP][sesame|VP][product|NP][seeds|NP]
text:soybeans and products thereof	sent:0	soybeans and products thereof	[soybeans|NP][soybean|NP][products|NP][product|NP]
text:specified risk material (srm)	sent:0	specified risk material (srm)	[specify|ADJP][material|NP][specified|ADJP][risk material|NP][srm|NP][risk|NP]
text:spoilage	sent:0	spoilage	[spoilage|NP]
text:staphylococcal enterotoxin	sent:0	staphylococcal enterotoxin	[staphylococcal enterotoxin|NP][enterotoxin|NP][staphylococcal|ADJP]
text:stones	sent:0	stones	[stones|NP][stone|NP]
text:sulfamethazine unauthorised	sent:0	sulfamethazine unauthorised	[unauthorised|ADJP][sulfamethazine|VP]
text:sulphur dioxide and sulphites	sent:0	sulphur dioxide and sulphites	[sulphur|VP][dioxide|NP][sulphite|NP][sulphites|NP]
text:sulphur dioxide	sent:0	sulphur dioxide	[sulphur|NP][dioxide|NP][sulphur dioxide|NP][sulphur dioxide|NP]
text:taste disturbance	sent:0	taste disturbance	[disturbance|NP][taste|NP]
text:too high content of fluorinated organic chemicals	sent:0	too high content of fluorinated organic chemicals	[fluorinated|ADJP][too high|ADJP][high|ADJP][chemical|NP][fluorinate|ADJP][chemicals|NP][organic|ADJP][content|ADJP]
text:too high content of tetrahydrocannabinol (THC)	sent:0	too high content of tetrahydrocannabinol (thc)	[too high|ADJP][tetrahydrocannabinol|NP][high|ADJP][content|ADJP][thc|NP]
text:toxin	sent:0	toxin	[toxin|NP]
text:unauthorised colour sudan 4	sent:0	unauthorised colour sudan 4	[sudan|NP][colour|ADJP][4|NP]
text:unauthorised import	sent:0	unauthorised import	[unauthorised|ADJP][import|NP]
text:unauthorised operator	sent:0	unauthorised operator	[operator|NP][unauthorised|ADJP]
text:unauthorised placing on the market	sent:0	unauthorised placing on the market	[place|VP][market|NP][placing on|VP][placing|VP][place on|VP]
text:unauthorised substance ethylene oxide	sent:0	unauthorised substance ethylene oxide	[oxide|NP][unauthorised|ADJP][substance|NP][ethylene|NP]
text:unauthorised substance sildenafil	sent:0	unauthorised substance sildenafil	[sildenafil|NP][substance|NP]
text:undeclared additive	sent:0	undeclared additive	[additive|NP][undeclared|ADJP]
text:undeclared constituent	sent:0	undeclared constituent	[constituent|NP][undeclared|ADJP]
text:unfit for human consumption	sent:0	unfit for human consumption	[consumption|NP][human|ADJP][unfit|ADJP]
text:vibrio spp	sent:0	vibrio spp	[vibrio|ADJP]
text:walnut	sent:0	walnut	[walnut|NP]
text:yeasts	sent:0	yeasts	[yeasts|NP][yeast|NP]
