text:beef trimmings	sent:0	beef trimmings	[beef|NP][trimmings|NP]
text:beef	sent:0	beef	[beef|NP]
text:beer	sent:0	beer	[beer|NP]
text:beetroots	sent:0	beetroots	[beetroot|NP][beetroots|NP]
text:beverage base of non-fruit origin, liquid	sent:0	beverage base of non-fruit origin, liquid	[liquid|NP][base|NP][origin|NP][beverage|NP]
text:beverage	sent:0	beverage	[beverage|NP]
text:bilberry extract used in a food supplement	sent:0	bilberry extract used in a food supplement	[food supplement|NP][use|VP][used in|VP][used|VP][use in|VP][food|NP][supplement|NP][extract|VP]
text:biscuit mix	sent:0	biscuit mix	[mix|NP][biscuit|NP]
text:biscuits	sent:0	biscuits	[biscuit|NP][biscuits|NP]
text:bitter apricot kernels	sent:0	bitter apricot kernels	[kernel|NP][apricot|NP][kernels|NP]
text:black caviar	sent:0	black caviar	[caviar|NP][black|ADJP][black caviar|NP]
text:black pepper	sent:0	black pepper	[black|ADJP][black pepper|NP][pepper|NP]
text:blackberries	sent:0	blackberries	[blackberries|NP][blackberry|NP]
text:blackcurrant drink concentrate	sent:0	blackcurrant drink concentrate	[blackcurrant|NP][drink|NP][concentrate|VP]
text:bloody mary beverage mix	sent:0	bloody mary beverage mix	[bloody|ADJP][mix|NP][mary|NP][beverage|NP]
text:blue cheese	sent:0	blue cheese	[blue|ADJP][cheese|NP][blue cheese|NP]
text:blue poppy seeds	sent:0	blue poppy seeds	[seed|NP][poppy|NP][poppy seeds|NP][poppy seed|NP][blue|ADJP][seeds|NP]
text:blueberries	sent:0	blueberries	[blueberry|NP][blueberries|NP]
text:boar	sent:0	boar	[boar|NP]
text:boletus mushrooms, stems and pieces	sent:0	boletus mushrooms, stems and pieces	[mushrooms|NP][piece|NP][pieces|NP][mushroom|NP]
text:bolognese sauce	sent:0	bolognese sauce	[bolognese sauce|NP][sauce|NP][bolognese|ADJP]
text:boneless beef	sent:0	boneless beef	[beef|NP][boneless|ADJP]
text:bottled mineral water	sent:0	bottled mineral water	[mineral water|NP][bottled|ADJP][mineral|NP][water|NP]
text:bottled water	sent:0	bottled water	[bottled|ADJP][water|NP][bottled water|NP]
text:bovine fat	sent:0	bovine fat	[fat|ADJP][bovine|ADJP]
text:bovine meat and offal	sent:0	bovine meat and offal	[meat|NP][bovine meat|NP][offal|ADJP][bovine|ADJP]
text:brazil nuts	sent:0	brazil nuts	[nuts|NP][brazil nuts|NP][brazil|ADJP]
text:bread and products therefor	sent:0	bread and products therefor	[therefor|NP][products|NP][product|NP][bread|NP]
text:bread crumb	sent:0	bread crumb	[bread crumb|NP][bread|NP][bread crumb|NP][crumb|NP]
text:bread mix	sent:0	bread mix	[mix|NP][bread|NP]
text:bread	sent:0	bread	[bread|NP]
text:breakfast cereals and products therefor	sent:0	breakfast cereals and products therefor	[cereals|NP][breakfast cereal|NP][therefor|VP][cereal|NP][product|NP][breakfast|NP][products|NP][breakfast cereals|NP]
text:breakfast cereals for babies	sent:0	breakfast cereals for babies	[cereals|NP][babies|NP][breakfast cereal|NP][baby|NP][cereal|NP][breakfast|NP][breakfast cereals|NP][breakfast cereal|NP][breakfast cereals|NP]
text:breakfast cereals	sent:0	breakfast cereals	[cereals|NP][breakfast cereal|NP][cereal|NP][breakfast|NP][breakfast cereals|NP][breakfast cereal|NP][breakfast cereals|NP]
text:brewer's yeast	sent:0	brewer's yeast	[yeast|NP][brewer|NP]
text:brie cheese	sent:0	brie cheese	[brie cheese|NP][brie cheese|NP][cheese|NP][brie|NP]
text:brioche	sent:0	brioche	[brioche|NP]
text:broccoli mix	sent:0	broccoli mix	[mix|NP][broccoli|NP]
text:broccoli	sent:0	broccoli	[broccoli|NP]
text:broths	sent:0	broths	[broth|NP][broths|NP]
text:brown beans	sent:0	brown beans	[beans|NP][bean|NP][brown|ADJP]
text:brown mushrooms	sent:0	brown mushrooms	[mushrooms|NP][mushroom|NP][brown|ADJP]
text:brown rice	sent:0	brown rice	[brown|ADJP][rice|NP][brown rice|NP]
text:brownies	sent:0	brownies	[brownie|NP][brownies|NP]
text:brussel sprouts	sent:0	brussel sprouts	[sprouts|NP][brussel sprouts|NP][sprout|NP]
text:buffalo milk mozzarella cheese	sent:0	buffalo milk mozzarella cheese	[buffalo|ADJP][milk|NP][mozzarella|NP][cheese|NP]
text:buns	sent:0	buns	[bun|NP][buns|NP]
text:burrata	sent:0	burrata	[burrata|NP]
text:burrito (ready to eat)	sent:0	burrito (ready to eat)	[ready|ADJP][burrito|NP][eat|NP][ready to eat|ADJP]
text:butter	sent:0	butter	[butter|NP]
text:cabbage	sent:0	cabbage	[cabbage|NP]
text:cake decoration	sent:0	cake decoration	[decoration cake|NP][decoration cake|NP][decoration|NP][cake|NP]
text:cakes	sent:0	cakes	[cakes|NP][cake|NP]
text:camembert	sent:0	camembert	[camembert|NP]
text:candies	sent:0	candies	[candy|NP][candies|NP]
text:canned artichoke hearts	sent:0	canned artichoke hearts	[heart's|NP][hearts|NP][artichoke hearts|NP][artichoke|NP][heart|NP]
text:canned black beans	sent:0	canned black beans	[black|ADJP][black beans|NP][beans|NP][bean|NP][black bean|NP]
text:canned chicken	sent:0	canned chicken	[chicken|NP]
text:canned corn	sent:0	canned corn	[corn|NP]
text:canned crab meat in brine	sent:0	canned crab meat in brine	[crab meat|NP][brine|NP][crab|NP][meat|NP]
text:canned fish products	sent:0	canned fish products	[fish|NP][products|NP][product|NP]
text:canned meat stew	sent:0	canned meat stew	[stew|NP][meat|NP][stew meat|NP]
text:canned mussels	sent:0	canned mussels	[mussel|NP][mussels|NP]
text:canned spinach	sent:0	canned spinach	[spinach|NP]
text:cantaloupe (fresh)	sent:0	cantaloupe (fresh)	[fresh|ADJP][cantaloupe|NP]
text:caramel bites	sent:0	caramel bites	[bites|NP][bite|NP][caramel|ADJP]
text:carbonated  water	sent:0	carbonated  water	[carbonated|ADJP][carbonate|ADJP][water|NP][carbonated water|NP]
text:carbonated beverage	sent:0	carbonated beverage	[carbonate|ADJP][carbonated|ADJP][carbonated beverage|NP][beverage|NP]
text:carbonated/sparkling water	sent:0	carbonated/sparkling water	[water|NP]
text:carcasses of veal	sent:0	carcasses of veal	[carcasses|NP][carcass|NP][veal|NP]
text:cardamom seeds	sent:0	cardamom seeds	[seeds|NP][cardamom|ADJP][seed|NP]
text:cardamon seeds	sent:0	cardamon seeds	[seeds|NP][cardamon|ADJP][seed|NP]
text:carps, barbels and other cyprinids	sent:0	carps, barbels and other cyprinids	[barbel|NP][carps|NP][barbels|NP]
text:cashew	sent:0	cashew	[cashew|NP]
text:cattle from which the milk was used to produce raw milk cheese	sent:0	cattle from which the milk was used to produce raw milk cheese	[produce|VP][cheese|NP][use|VP][cattle|NP][used|VP][raw milk cheese|NP][milk|NP][milk cheese|NP][raw|ADJP]
text:cauliflower	sent:0	cauliflower	[cauliflower|NP]
text:cbd oil	sent:0	cbd oil	[oil|NP][cbd|NP]
text:cbd products	sent:0	cbd products	[products|NP][product|NP][cbd|ADJP]
text:cereal bars with chocolate	sent:0	cereal bars with chocolate	[cereal bar|NP][bar|NP][cereal bar|NP][bars|NP][cereal|NP][chocolate|NP][cereal bars|NP][cereal bars|NP]
text:cereal bars	sent:0	cereal bars	[cereal bar|NP][bar|NP][cereal bar|NP][bars|NP][cereal|NP][cereal bars|NP][cereal bars|NP]
text:cereal drink	sent:0	cereal drink	[cereal|NP][drink|NP]
text:cereal	sent:0	cereal	[cereal|NP]
text:cereals and bakery products	sent:0	cereals and bakery products	[product|NP][products|NP][bakery|NP][cereals|NP][cereal|NP]
text:cereals	sent:0	cereals	[cereals|NP][cereal|NP]
text:cheddar cheese	sent:0	cheddar cheese	[cheese|NP][cheddar cheese|NP][cheddar|NP][cheddar cheese|NP]
text:cheese (taleggio capriolo)	sent:0	cheese (taleggio capriolo)	[cheese|NP][taleggio|NP]
text:cheese - made from raw milk	sent:0	cheese - made from raw milk	[cheese|NP][make|VP][made|VP][milk|NP][raw milk|NP][raw|ADJP]
text:cheese - melted	sent:0	cheese - melted	[cheese|NP]
text:cheese burgers	sent:0	cheese burgers	[cheese|NP]
text:cheese dip	sent:0	cheese dip	[cheese|NP][cheese dip|NP][dip|NP][cheese dip|NP]
text:cheese flavoured snacks	sent:0	cheese flavoured snacks	[cheese|NP][flavour|VP][snacks|NP][flavoured|VP][snack|NP]
text:cheese products	sent:0	cheese products	[cheese|NP][products|NP][product|NP]
text:cheese sausages	sent:0	cheese sausages	[sausage|NP][cheese|NP][sausages|NP]
text:cheese spread	sent:0	cheese spread	[spread|NP][cheese spread|NP][cheese spread|NP][cheese|NP]
text:cheese tortilla	sent:0	cheese tortilla	[cheese|NP][tortilla|NP]
text:cheese tray	sent:0	cheese tray	[cheese tray|NP][cheese|NP][cheese tray|NP][tray|NP]
text:cheese	sent:0	cheese	[cheese|NP]
text:cheesy spirals	sent:0	cheesy spirals	[cheesy|ADJP][spiral|NP][spirals|NP]
text:cherries	sent:0	cherries	[cherry|NP][cherries|NP]
text:chia seeds	sent:0	chia seeds	[seeds|NP][chia|ADJP][seed|NP]
text:chicken and chicken preparations	sent:0	chicken and chicken preparations	[preparation|NP][preparations|NP][chicken|NP]
text:chicken based products	sent:0	chicken based products	[base|VP][products|NP][chicken|NP][product|NP][based|VP]
text:chicken breast	sent:0	chicken breast	[breast|NP][chicken|NP][chicken breast|NP][chicken breast|NP]
text:chicken broth	sent:0	chicken broth	[chicken|NP][broth|NP][chicken broth|NP][chicken broth|NP]
text:chicken dippers	sent:0	chicken dippers	[chicken|NP][dipper|NP][dippers|NP]
text:chicken drumsticks	sent:0	chicken drumsticks	[chicken|NP][drumstick|NP][drumsticks|NP]
text:chicken fillets	sent:0	chicken fillets	[chicken fillets|NP][chicken|NP][fillets|NP][fillet|NP][chicken fillet|NP][chicken fillet|NP][chicken fillets|NP]
text:chicken meat meal	sent:0	chicken meat meal	[meal|NP][meat|NP][chicken|NP]
text:chicken meat products	sent:0	chicken meat products	[chicken|ADJP][products|NP][meat|NP][product|NP]
text:chicken noodle soup	sent:0	chicken noodle soup	[chicken noodle soup|NP][soup|NP][chicken|NP][noodle soup|NP][noodle|ADJP]
text:chicken pie	sent:0	chicken pie	[chicken|NP][pie|NP]
text:chicken preparations	sent:0	chicken preparations	[chicken|NP][preparation|NP][preparations|NP]
text:chicken products - frozen	sent:0	chicken products - frozen	[products|NP][chicken|NP][frozen|NP][product|NP]
text:chicken slices	sent:0	chicken slices	[chicken|NP][slice|NP][slices|NP]
text:chicken steak without bone	sent:0	chicken steak without bone	[steak|NP][bone|NP][chicken|NP]
text:chicken	sent:0	chicken	[chicken|NP]
text:chickpeas	sent:0	chickpeas	[chickpeas|NP]
text:chilled beef preparations	sent:0	chilled beef preparations	[preparations|NP][chilled|ADJP][chill|ADJP][beef|NP][preparation|NP]
text:chilled beef	sent:0	chilled beef	[chill|ADJP][beef|NP][chilled|ADJP][chilled beef|NP]
text:chilled bengali cod curry	sent:0	chilled bengali cod curry	[bengali|NP][cod|NP][curry|VP][chill|VP][chilled|VP]
text:chilled boneless pork meat	sent:0	chilled boneless pork meat	[meat|NP][pork meat|NP][chill|VP][boneless|ADJP][pork|NP][chilled|VP]
text:chilled chicken parts	sent:0	chilled chicken parts	[chicken|NP][parts|NP][part|NP][chilled|ADJP][chill|ADJP]
text:chilled chicken thighs	sent:0	chilled chicken thighs	[chill|ADJP][chicken|NP][chilled|ADJP][thighs|NP]
text:chilled chicken wings	sent:0	chilled chicken wings	[chicken|NP][wing|NP][chilled|ADJP][chicken wings|NP][wings|NP][chill|ADJP][chicken wing|NP]
text:chilled chicken	sent:0	chilled chicken	[chill|ADJP][chicken|NP][chilled|ADJP]
text:chilled dumplings with meat	sent:0	chilled dumplings with meat	[dumpling|NP][dumplings|NP][chill|VP][meat|NP][chilled|VP]
text:chilled lasagne	sent:0	chilled lasagne	[chill|ADJP][chilled|ADJP][lasagne|NP]
text:chilled pork ribs	sent:0	chilled pork ribs	[ribs|NP][chilled|ADJP][pork|NP][chill|ADJP][pork ribs|NP]
text:chilled pork sausages	sent:0	chilled pork sausages	[sausages|NP][sausage|NP][chilled|ADJP][pork|NP][chill|ADJP]
text:chilled pork	sent:0	chilled pork	[chill|ADJP][chilled|ADJP][pork|NP]
text:chilled ready to eat salad and side dishes	sent:0	chilled ready to eat salad and side dishes	[side|NP][salad|NP][eat|VP][chill|VP][dishes|NP][dish|NP][side dish|NP][ready|ADJP][chilled|VP][side dishes|NP]
text:chilled salads	sent:0	chilled salads	[chill|ADJP][salad|NP][chilled|ADJP][salads|NP]
text:chilled smoked ham	sent:0	chilled smoked ham	[ham|NP][smoked ham|NP][smoke ham|NP][smoke|ADJP][chill|VP][smoked|ADJP][chilled|VP]
text:chilled vacuum packed beef	sent:0	chilled vacuum packed beef	[beef|NP][pack|VP][vacuum|NP][chilled|ADJP][chill|ADJP][packed|VP]
text:chilli oil	sent:0	chilli oil	[chilli|ADJP][oil|NP]
text:chilli paste	sent:0	chilli paste	[paste|NP][chilli|NP]
text:chilli peppers	sent:0	chilli peppers	[pepper|NP][chilli pepper|NP][chilli peppers|NP][peppers|NP][chilli|ADJP]
text:chilli pickle	sent:0	chilli pickle	[chilli|ADJP][pickle|NP]
text:chilli powder	sent:0	chilli powder	[chilli|ADJP][powder|NP]
text:chilli sauce	sent:0	chilli sauce	[chilli|ADJP][sauce|NP]
text:chilli	sent:0	chilli	[chilli|NP]
text:chillies	sent:0	chillies	[chillies|NP][chilli|NP]
text:chocolate and chocolate products	sent:0	chocolate and chocolate products	[chocolate|NP][products|NP][product|NP]
text:chocolate and hazelnut spread	sent:0	chocolate and hazelnut spread	[hazelnut|NP][chocolate|NP][spread|NP]
text:chocolate and products therefor	sent:0	chocolate and products therefor	[products|NP][chocolate|NP][therefor|NP][product|NP]
text:chocolate and strawberry flavoured cyclone milk	sent:0	chocolate and strawberry flavoured cyclone milk	[flavour|ADJP][cyclone|NP][chocolate|NP][flavoured|ADJP][milk|NP][strawberry|ADJP]
text:chocolate bars	sent:0	chocolate bars	[chocolate bars|NP][bar|NP][bars|NP][chocolate bar|NP][chocolate bar|NP][chocolate|NP][chocolate bars|NP]
text:chocolate chips	sent:0	chocolate chips	[chocolate chips|NP][chips|NP][chocolate chip|NP][chocolate chips|NP][chip|NP][chocolate chip|NP][chocolate|NP]
text:chocolate confectionery	sent:0	chocolate confectionery	[chocolate|NP][confectionery|NP]
text:chocolate dessert	sent:0	chocolate dessert	[chocolate|NP][chocolate dessert|NP][dessert|NP][chocolate dessert|NP]
text:chocolate drink powder	sent:0	chocolate drink powder	[chocolate|NP][drink|VP][powder|NP]
text:chocolate drinks	sent:0	chocolate drinks	[chocolate|NP][drinks|NP][drink|NP]
text:chocolate easter eggs with filling	sent:0	chocolate easter eggs with filling	[eggs easter|NP][easter egg|NP][egg|NP][easter eggs|NP][easter|NP][chocolate|NP][easter eggs|NP][easter egg|NP][eggs|NP][eggs easter|NP]
text:chocolate eggs	sent:0	chocolate eggs	[chocolate egg|NP][egg|NP][chocolate eggs|NP][eggs|NP][chocolate|NP][chocolate egg|NP][chocolate eggs|NP]
text:chocolate flavoured cereals	sent:0	chocolate flavoured cereals	[flavour|VP][cereal|NP][chocolate|NP][cereals|NP][flavoured|VP]
text:chocolate flavoured meringues	sent:0	chocolate flavoured meringues	[flavour|VP][meringue|NP][chocolate|NP][flavoured|VP][meringues|NP]
text:chocolate mini muffins	sent:0	chocolate mini muffins	[chocolate|NP][mini|NP][muffin|VP][muffins|VP]
text:chocolate mousse	sent:0	chocolate mousse	[chocolate|NP][mousse|NP][chocolate mousse|NP][chocolate mousse|NP]
text:chocolate products	sent:0	chocolate products	[chocolate|NP][products|NP][product|NP]
text:chocolate spelt balls	sent:0	chocolate spelt balls	[chocolate|ADJP][balls|NP][ball's|NP][ball|NP]
text:chocolate spread with hazelnuts	sent:0	chocolate spread with hazelnuts	[spread|VP][chocolate|NP][hazelnuts|NP]
text:chocolate spread	sent:0	chocolate spread	[chocolate|NP][spread|NP][chocolate spread|NP][chocolate spread|NP]
text:chocolate truffles	sent:0	chocolate truffles	[chocolate truffle|NP][chocolate truffles|NP][chocolate truffle|NP][chocolate|NP][chocolate truffles|NP][truffle|NP][truffles|NP]
text:chocolate wafers	sent:0	chocolate wafers	[chocolate|NP][wafer|NP][wafers|NP]
text:chocolate	sent:0	chocolate	[chocolate|NP]
text:chocolates	sent:0	chocolates	[chocolate|NP][chocolates|NP]
text:chorizo sausage	sent:0	chorizo sausage	[chorizo|ADJP][sausage|NP]
text:chorizo	sent:0	chorizo	[chorizo|NP]
text:cider	sent:0	cider	[cider|NP]
text:cinnamon rolls	sent:0	cinnamon rolls	[cinnamon roll|NP][cinnamon rolls|NP][cinnamon|NP][cinnamon rolls|NP][cinnamon roll|NP][roll|NP][rolls|NP]
text:cinnamon	sent:0	cinnamon	[cinnamon|NP]
text:clams (canned)	sent:0	clams (canned)	[clam|NP][clams|NP]
text:clams	sent:0	clams	[clam|NP][clams|NP]
text:cocktail sausage rolls	sent:0	cocktail sausage rolls	[cocktail sausage|NP][rolls|VP][cocktail|NP][roll|VP][cocktail sausage|NP][sausage|NP]
text:coconut drink	sent:0	coconut drink	[coconut|ADJP][drink|NP]
text:coconut juice	sent:0	coconut juice	[coconut|ADJP][juice|NP][coconut juice|NP]
text:coconut milk drink	sent:0	coconut milk drink	[drink milk|NP][milk drink|NP][coconut|VP][milk drink|NP][drink|NP][milk|NP][drink milk|NP]
text:coconut milk	sent:0	coconut milk	[coconut|ADJP][milk|NP][coconut milk|NP]
text:coconut oil	sent:0	coconut oil	[coconut|ADJP][coconut oil|NP][oil|NP]
text:coconut sugar	sent:0	coconut sugar	[coconut|ADJP][sugar|NP]
text:coconuts	sent:0	coconuts	[coconuts|NP][coconut|NP]
text:cod fillets	sent:0	cod fillets	[cod|ADJP][fillets|NP][fillet|NP]
text:cod	sent:0	cod	[cod|NP]
text:coffee beans	sent:0	coffee beans	[coffee beans|NP][coffee bean|NP][beans|NP][coffee|NP][bean|NP][coffee bean|NP][coffee beans|NP]
text:coffee drink	sent:0	coffee drink	[drink coffee|NP][coffee drink|NP][coffee|NP][drink coffee|NP][coffee drink|NP][drink|NP]
text:cola drink	sent:0	cola drink	[drink|NP][cola|NP]
text:colours	sent:0	colours	[colour|NP][colours|NP]
text:concentrated apples	sent:0	concentrated apples	[concentrated|ADJP][apples|NP][apple|NP]
text:confectionery for decoration	sent:0	confectionery for decoration	[decoration|NP]
text:cooked chicken skewer	sent:0	cooked chicken skewer	[chicken|NP][cook|VP][cooked|VP][skewer|NP]
text:cooked chicken	sent:0	cooked chicken	[cooked|ADJP][cooked chicken|NP][chicken|NP][cook|ADJP]
text:cooked ham	sent:0	cooked ham	[cooked ham|NP][ham|NP][cook|ADJP][cooked|ADJP][cook ham|NP]
text:cooked meat products	sent:0	cooked meat products	[product|NP][cook|VP][products|NP][cooked|VP][meat|NP]
text:cooked sausages	sent:0	cooked sausages	[cooked|ADJP][cook|ADJP][sausage|NP][sausages|NP]
text:cooking sauce	sent:0	cooking sauce	[sauce|NP][cooking|ADJP]
text:coriander	sent:0	coriander	[coriander|NP]
text:corn	sent:0	corn	[corn|NP]
text:cottage cheese	sent:0	cottage cheese	[cottage cheese|NP][cheese|NP][cottage|NP][cottage cheese|NP]
text:cottage pie	sent:0	cottage pie	[cottage pie|NP][pie|NP][cottage pie|NP][cottage|NP]
text:courgettes	sent:0	courgettes	[courgettes|NP]
text:cow milk cheese	sent:0	cow milk cheese	[cow|NP][cheese|NP][milk cheese|NP][milk|NP][milk cheese|NP]
text:crabs	sent:0	crabs	[crabs|NP]
text:crackers	sent:0	crackers	[crackers|NP][cracker|NP]
text:cranberry jam	sent:0	cranberry jam	[cranberry|NP][jam|NP]
text:cranberry juice	sent:0	cranberry juice	[juice|NP][cranberry|NP][cranberry juice|NP][cranberry juice|NP]
text:cream cheese	sent:0	cream cheese	[cream cheese|NP][cream|NP][cream cheese|NP][cheese|NP]
text:cream chocolate pie	sent:0	cream chocolate pie	[cream|NP][chocolate pie|NP][pie|NP][chocolate pie|NP][chocolate|NP]
text:crepe mix	sent:0	crepe mix	[mix|NP][crepe|ADJP]
text:crisp cheese snack	sent:0	crisp cheese snack	[snack|NP][cheese|NP][crisp|ADJP]
text:crispbread	sent:0	crispbread	[crispbread|ADJP]
text:crisps	sent:0	crisps	[crisps|NP]
text:croissants	sent:0	croissants	[croissant|NP][croissants|NP]
text:crushed red pepper	sent:0	crushed red pepper	[crush|VP][red pepper|NP][red|ADJP][crushed|VP][pepper|NP]
text:crustaceans and products thereof	sent:0	crustaceans and products thereof	[crustaceans|NP][products|NP][product|NP]
text:cultivated fungi	sent:0	cultivated fungi	[cultivated|ADJP][cultivate|ADJP][fungi|NP]
text:cumin powder	sent:0	cumin powder	[cumin|NP][powder|NP]
text:cupcakes	sent:0	cupcakes	[cupcake|NP][cupcakes|NP]
text:curd cheese	sent:0	curd cheese	[curd|ADJP][curd cheese|NP][cheese|NP]
text:cured loin	sent:0	cured loin	[cured|ADJP][loin|NP][cure|ADJP]
text:cured pork meat	sent:0	cured pork meat	[cure|VP][pork meat|NP][meat|NP][pork|NP][cured|VP][pork meat|NP]
text:cured smoked ham	sent:0	cured smoked ham	[ham|NP][smoked ham|NP][cure|VP][smoke ham|NP][smoke|ADJP][cured|VP][smoked|ADJP]
text:curry paste	sent:0	curry paste	[curry paste|VP][paste|VP][curry|VP]
text:curry sauces	sent:0	curry sauces	[sauce|NP][sauces|NP][curry|VP]
text:curry	sent:0	curry	[curry|VP]
text:custard	sent:0	custard	[custard|ADJP]
text:cuttlefish	sent:0	cuttlefish	[cuttlefish|VP]
text:dark chocolate coated almonds	sent:0	dark chocolate coated almonds	[dark chocolate|NP][almonds|NP][almond|NP][coated|ADJP][dark|ADJP][chocolate|NP][coat|ADJP]
text:dark chocolates	sent:0	dark chocolates	[chocolate|NP][dark chocolate|NP][dark|ADJP][dark chocolates|NP][chocolates|NP]
text:dates	sent:0	dates	[date|NP][dates|NP]
text:deboned chicken thighs	sent:0	deboned chicken thighs	[chicken|NP][deboned|ADJP][debone|ADJP][thighs|NP]
text:desserts	sent:0	desserts	[dessert|NP][desserts|NP]
text:diced beef	sent:0	diced beef	[beef|NP][diced|ADJP]
